monumentna,,state,lat,long,coordinate,asicircle,district
Mounds,,West Bengal,25.41331667,88.53031944,"25.41331667,25.40103333",Kolkata Circle,Dakshin Dinajpur
Dargah of Shah Ata,,West Bengal,25.40103333,88.53145,"25.40103333,27.05217426",Kolkata Circle,Dakshin Dinajpur
Tomb of Alexander-Csoma de Koros,,West Bengal,27.05217426,88.25961176,"27.05217426,27.05238065",Kolkata Circle,Darjiling
Tomb of General Llyod,,West Bengal,27.05238065,88.25939741,"27.05238065,22.63191955",Kolkata Circle,Darjiling
Sri Mayer Ghat,,West Bengal,22.63191955,88.35747938,"22.63191955,23.00926718",Kolkata Circle,Haora
Mounds,,West Bengal,23.00926718,88.26111652,"23.00926718,23.07404444",Kolkata Circle,Hugli
Mosque,,West Bengal,23.07404444,88.28460278,"23.07404444,26.32690833",Kolkata Circle,Hugli
Koch Bihar Palace,,West Bengal,26.32690833,89.43847778,"26.32690833,24.86647222",Kolkata Circle,Koch Bihar
Bhita of Chand Sadagar,,West Bengal,24.86647222,88.14236944,"24.86647222,24.87025278",Kolkata Circle,Maldah
Chamkatti Masjid,,West Bengal,24.87025278,88.13568889,"24.87025278,24.85141209",Kolkata Circle,Maldah
Gunamant Mosque,,West Bengal,24.85141209,88.13122763,"24.85141209,24.84247778",Kolkata Circle,Maldah
Kotwali Darwaja,,West Bengal,24.84247778,88.14109722,"24.84247778,24.86894479",Kolkata Circle,Maldah
Tomb of Fath Khan,,West Bengal,24.86894479,88.13163202,"24.86894479,24.90987521",Kolkata Circle,Maldah
Two Stone Pillars,,West Bengal,24.90987521,88.13333408,"24.90987521,24.86065",Kolkata Circle,Maldah
Two tombs in front of Tantipara Masjid,,West Bengal,24.86065,88.13704167,"24.86065,25.03951872",Kolkata Circle,Maldah
Tower of Nimasarai,,West Bengal,25.03951872,88.1310495,"25.03951872,24.25198056",Kolkata Circle,Maldah
Bhabanisvar Mandir,,West Bengal,24.25198056,88.24318611,"24.25198056,24.01895",Kolkata Circle,Murshidabad
"Nilkuthi Mound Mouza Chak, Chandpara",,West Bengal,24.01895,88.19250833,"24.01895,23.84688299",Kolkata Circle,Murshidabad
Tomb of Mirmadan,,West Bengal,23.84688299,88.23146765,"23.84688299,23.89859413",Kolkata Circle,Murshidabad
Mound known as Barkona Deul Mound,,West Bengal,23.89859413,87.99722162,"23.89859413,24.18564167",Kolkata Circle,Murshidabad
Tomb of Sujauddin,,West Bengal,24.18564167,88.26407222,"24.18564167,24.17754299",Kolkata Circle,Murshidabad
Jahan Kosha Gun,,West Bengal,24.17754299,88.29328769,"24.17754299,22.29778815",Kolkata Circle,Murshidabad
Tamluk Rajbati,,West Bengal,22.29778815,87.92131782,"22.29778815,22.08756667",Kolkata Circle,Purba Medinipur
Kurumbera Fort,,West Bengal,22.08756667,87.25502222,"22.08756667,22.41034444",Kolkata Circle,West Medinipur
John PearceÃ¢â¬â¢s Tomb,,West Bengal,22.41034444,87.31366667,"22.41034444,22.69749722",Kolkata Circle,West Medinipur
Ancient Mound known as Varahamihirer Dhipi,,West Bengal,22.69749722,88.68845833,"22.69749722,23.08069652",Kolkata Circle,24 Parganas (North)
Madan Mohan Temple,,West Bengal,23.08069652,87.32359722,"23.08069652,24.84258778",Kolkata Circle,Bankura
Kotwali Darwaja,,West Bengal,24.84258778,88.14139672,"24.84258778,23.22562196",Kolkata Circle,Maldah
Group of Temples (12 nos. Temples),,West Bengal,23.22562196,88.35917229,"23.22562196,27.09579722",Kolkata Circle,Barddhaman
Ancient Site,,Rajasthan,27.09579722,76.28767222,"27.09579722,27.24729167",Jaipur Circle,Alwar
Siva Temple,,Rajasthan,27.24729167,76.35189167,"27.24729167,27.31927692",Jaipur Circle,Alwar
Ancient Remains,,Rajasthan,27.31927692,76.43607713,"27.31927692,24.86790833",Jaipur Circle,Alwar
"Ganesh Temple, Ruins of Temples",,Rajasthan,24.86790833,76.67289167,"24.86790833,25.038825",Jaipur Circle,Baran
Ancient Ruins and Structural Remains,,Rajasthan,25.038825,76.73409444,"25.038825,24.70698889",Jaipur Circle,Baran
Old Temple Statues and Inscriptions,,Rajasthan,24.70698889,76.54121111,"24.70698889,26.90194254",Jaipur Circle,Baran
Akbars Chhatri,,Rajasthan,26.90194254,77.2892263,"26.90194254,26.88446667",Jaipur Circle,Bharatpur
Ancient Fort,,Rajasthan,26.88446667,77.24489722,"26.88446667,26.90825556",Jaipur Circle,Bharatpur
Jahangirs Gateway,,Rajasthan,26.90825556,77.289375,"26.90825556,26.9012804",Jaipur Circle,Bharatpur
Jhajri,,Rajasthan,26.9012804,77.28877187,"26.9012804,26.90654036",Jaipur Circle,Bharatpur
Lodhis Minar,,Rajasthan,26.90654036,77.28616712,"26.90654036,26.90329444",Jaipur Circle,Bharatpur
Saraj Sad-ul-lah,,Rajasthan,26.90329444,77.28962778,"26.90329444,26.90623056",Jaipur Circle,Bharatpur
Usa Mandir,,Rajasthan,26.90623056,77.28590556,"26.90623056,27.2241222",Jaipur Circle,Bharatpur
Delhi Gate out side the fort,,Rajasthan,27.2241222,77.49252644,"27.2241222,27.2116854",Jaipur Circle,Bharatpur
Fateh Burj near Anah Gate,,Rajasthan,27.2116854,77.48292682,"27.2116854,27.21856667",Jaipur Circle,Bharatpur
Chowburja and Ashtadhatu gates,,Rajasthan,27.21856667,77.49293889,"27.21856667,27.22294072",Jaipur Circle,Bharatpur
Jawahar Burj and Ashtadhatu Gateway,,Rajasthan,27.22294072,77.49435571,"27.22294072,27.22180556",Jaipur Circle,Bharatpur
Moat surrounding the fort wall,,Rajasthan,27.22180556,77.49169444,"27.22180556,26.91904839",Jaipur Circle,Bharatpur
Idgah,,Rajasthan,26.91904839,77.31669105,"26.91904839,26.9254",Jaipur Circle,Bharatpur
Islam Shahs gate,,Rajasthan,26.9254,77.32403333,"26.9254,27.47220384",Jaipur Circle,Bharatpur
Deeg Bhawans,,Rajasthan,27.47220384,77.32385605,"27.47220384,27.47140278",Jaipur Circle,Bharatpur
Looted Gun,,Rajasthan,27.47140278,77.32865278,"27.47140278,27.47220384",Jaipur Circle,Bharatpur
Marble Jhoola,,Rajasthan,27.47220384,77.32385605,"27.47220384,27.65113333",Jaipur Circle,Bharatpur
Chaurasi Khamba Temple,,Rajasthan,27.65113333,77.26574444,"27.65113333,27.18693333",Jaipur Circle,Bharatpur
Ancient Mound,,Rajasthan,27.18693333,77.49398333,"27.18693333,27.20978056",Jaipur Circle,Bharatpur
Ancient Mound,,Rajasthan,27.20978056,77.54758056,"27.20978056,27.21386667",Jaipur Circle,Bharatpur
Colossal Image of Yaksha,,Rajasthan,27.21386667,77.54806944,"27.21386667,26.99221667",Jaipur Circle,Bharatpur
Lal Mahal,,Rajasthan,26.99221667,77.58940833,"26.99221667,25.15665833",Jaipur Circle,Bharatpur
Mahakal and two other temples,,Rajasthan,25.15665833,75.32801944,"25.15665833,25.15111556",Jaipur Circle,Bhilwara
Rock Inscription (12th century),,Rajasthan,25.15111556,75.33823398,"25.15111556,25.15051287",Jaipur Circle,Bhilwara
Rock Inscription Parasvanath Temple,,Rajasthan,25.15051287,75.33754541,"25.15051287,25.13403889",Jaipur Circle,Bhilwara
Ancient Temple Kaner-ki-Putli,,Rajasthan,25.13403889,75.21191667,"25.13403889,25.44886493",Jaipur Circle,Bhilwara
Wall Paintings of Hardoti School,,Rajasthan,25.44886493,75.63572161,"25.44886493,25.28708889",Jaipur Circle,Bundi
Ancient Mound,,Rajasthan,25.28708889,75.94446389,"25.28708889,25.76583333",Jaipur Circle,Bundi
Ancient Mound,,Rajasthan,25.76583333,75.85388889,"25.76583333,27.00739722",Jaipur Circle,Bundi
Ancient Mound,,Rajasthan,27.00739722,76.60925278,"27.00739722,27.00729167",Jaipur Circle,Dausa
Baori,,Rajasthan,27.00729167,76.60639167,"27.00729167,27.00758889",Jaipur Circle,Dausa
Harsat Mata-ka-Mandir,,Rajasthan,27.00758889,76.60510833,"27.00758889,26.56196667",Jaipur Circle,Dausa
Banjaron-ki-Chhatri,,Rajasthan,26.56196667,76.32631667,"26.56196667,26.94029444",Jaipur Circle,Dausa
Ancient Mound,,Rajasthan,26.94029444,76.31827778,"26.94029444,26.84679722",Jaipur Circle,Dausa
Ancient Mound,,Rajasthan,26.84679722,76.37415278,"26.84679722,26.919175",Jaipur Circle,Dausa
Ancient Mound,,Rajasthan,26.919175,76.68609444,"26.919175,26.69255278",Jaipur Circle,Dausa
Baburs Garden,,Rajasthan,26.69255278,77.86610278,"26.69255278,26.49388246",Jaipur Circle,Dholpur
Jogni-Jogna Temple,,Rajasthan,26.49388246,77.58224923,"26.49388246,26.66991111",Jaipur Circle,Dholpur
Shergarh Fort,,Rajasthan,26.66991111,77.902575,"26.66991111,26.98888056",Jaipur Circle,Dholpur
Jama Masjid,,Rajasthan,26.98888056,75.85636389,"26.98888056,26.98795556",Jaipur Circle,Jaipur
Laxmi Narainjis Temple,,Rajasthan,26.98795556,75.85561667,"26.98795556,26.98885556",Jaipur Circle,Jaipur
Sri Jagat Siromanijis Temple,,Rajasthan,26.98885556,75.85118333,"26.98885556,26.98982112",Jaipur Circle,Jaipur
Sun Temple,,Rajasthan,26.98982112,75.84987867,"26.98982112,27.41704722",Jaipur Circle,Jaipur
Excavated site,,Rajasthan,27.41704722,76.162375,"27.41704722,26.93667778",Jaipur Circle,Jaipur
Punderikji-ki-Haveli,,Rajasthan,26.93667778,75.82493611,"26.93667778,26.91694223",Jaipur Circle,Jaipur
Temple  Fresco Paintings,,Rajasthan,26.91694223,75.85847598,"26.91694223,26.85340556",Jaipur Circle,Jaipur
Excavated site,,Rajasthan,26.85340556,75.19769722,"26.85340556,27.02610833",Jaipur Circle,Jaipur
Fortresss Medhaji-ka-Mahal,,Rajasthan,27.02610833,76.00858333,"27.02610833,24.06205556",Jaipur Circle,Jaipur
Buddhist Caves and Pillars,,Rajasthan,24.06205556,75.89394722,"24.06205556,23.92691243",Jaipur Circle,Jhalawar
Caves of Niranjani etc.,,Rajasthan,23.92691243,75.83803125,"23.92691243,23.95961718",Jaipur Circle,Jhalawar
Ancient Ruins (Dalsagar/Gangadhar),,Rajasthan,23.95961718,75.63836995,"23.95961718,23.870734",Jaipur Circle,Jhalawar
Ancient Ruins,,Rajasthan,23.870734,75.786522,"23.870734,24.11094514",Jaipur Circle,Jhalawar
Buddhist Caves,,Rajasthan,24.11094514,75.86458218,"24.11094514,24.52952778",Jaipur Circle,Jhalawar
Old Temples  Chandrabhaga,,Rajasthan,24.52952778,76.17756389,"24.52952778,24.01126111",Jaipur Circle,Jhalawar
"Buddhist Caves, Pillars, Idols",,Rajasthan,24.01126111,75.84741389,"24.01126111,26.4958",Jaipur Circle,Jhalawar
Palace of Maharaja GopalLal,,Rajasthan,26.4958,77.02965556,"26.4958,25.09435574",Jaipur Circle,Karauli
Siva Temple,,Rajasthan,25.09435574,76.12327181,"25.09435574,24.81560833",Jaipur Circle,Kota
"Temple, Fortwall and Statues",,Rajasthan,24.81560833,75.98664722,"24.81560833,25.14473889",Jaipur Circle,Kota
Temple with Inscription,,Rajasthan,25.14473889,75.88262222,"25.14473889,26.01924167",Jaipur Circle,Kota
Ranthambhor Fort,,Rajasthan,26.01924167,76.45517778,"26.01924167,26.00042778",Jaipur Circle,Sawai Madhopur
Jain Temple,,Rajasthan,26.00042778,76.36391111,"26.00042778,26.00035278",Jaipur Circle,Sawai Madhopur
Persian Inscription in a Baori,,Rajasthan,26.00035278,76.36635833,"26.00035278,27.49956389",Jaipur Circle,Sawai Madhopur
Harshnath Temple,,Rajasthan,27.49956389,75.17218333,"27.49956389,25.92705",Jaipur Circle,Sikar
Bisal Deojis Temple,,Rajasthan,25.92705,75.457125,"25.92705,26.26427222",Jaipur Circle,Tonk
Ancient Mound,,Rajasthan,26.26427222,76.10572778,"26.26427222,26.25343333",Jaipur Circle,Tonk
Ancient Mound,,Rajasthan,26.25343333,76.01486111,"26.25343333,26.33051667",Jaipur Circle,Tonk
Devapura Barodia Mounds,,Rajasthan,26.33051667,76.00054722,"26.33051667,25.99321944",Jaipur Circle,Tonk
Hathi Bhata,,Rajasthan,25.99321944,75.92398333,"25.99321944,25.90253333",Jaipur Circle,Tonk
Ancient Mound,,Rajasthan,25.90253333,75.84241667,"25.90253333,25.89835833",Jaipur Circle,Tonk
Excavated Site,,Rajasthan,25.89835833,75.83882778,"25.89835833,25.90725451",Jaipur Circle,Tonk
Mand Kila Tal Inscription,,Rajasthan,25.90725451,75.84333158,"25.90725451,25.8917264",Jaipur Circle,Tonk
Yupa Pillars in Bichpuria Temple,,Rajasthan,25.8917264,75.84506197,"25.8917264,25.78158889",Jaipur Circle,Tonk
Inscription,,Rajasthan,25.78158889,75.44324167,"25.78158889,26.32576944",Jaipur Circle,Tonk
Excavated site,,Rajasthan,26.32576944,76.13701389,"26.32576944,26.02363889",Jaipur Circle,Tonk
Kala Pahar Temple,,Rajasthan,26.02363889,75.48546667,"26.02363889,26.02587222",Jaipur Circle,Tonk
Kalyanraijis Temple,,Rajasthan,26.02587222,75.48614167,"26.02587222,26.02463889",Jaipur Circle,Tonk
Laxmi Narainjis Temple,,Rajasthan,26.02463889,75.48558889,"26.02463889,26.02034167",Jaipur Circle,Tonk
Hadi-Rani-ka-Kund,,Rajasthan,26.02034167,75.47844722,"26.02034167,26.02185833",Jaipur Circle,Tonk
Pipajis Temple,,Rajasthan,26.02185833,75.48735556,"26.02185833,24.86699496",Jaipur Circle,Tonk
"Chhanari Temple, Ruins of Temples",,Rajasthan,24.86699496,76.67434294,"24.86699496,24.86926548",Jaipur Circle,Baran
"Panihari Temple, Ruins of Temples",,Rajasthan,24.86926548,76.66954333,"24.86926548,24.87171174",Jaipur Circle,Baran
"Gadgach Temple, Ruins of Temples",,Rajasthan,24.87171174,76.66724715,"24.87171174,24.87260476",Jaipur Circle,Baran
"Gadhi Temple, Ruins of Temples",,Rajasthan,24.87260476,76.6693318,"24.87260476,24.87423015",Jaipur Circle,Baran
"Lal Bihari Temple, Ruins of Temples",,Rajasthan,24.87423015,76.66948519,"24.87423015,24.87607079",Jaipur Circle,Baran
"Phool Devra Temple, Ruins of Temples",,Rajasthan,24.87607079,76.66970032,"24.87607079,24.875381",Jaipur Circle,Baran
"Sardev Mata ji ka Temple, Ruins of Temples",,Rajasthan,24.875381,76.66017108,"24.875381,24.87219134",Jaipur Circle,Baran
"Naga Dev, Ruins of Temples",,Rajasthan,24.87219134,76.6722524,"24.87219134,23.06323889",Jaipur Circle,Baran
Dalmadal Gun and the platform,,West Bengal,23.06323889,87.32100556,"23.06323889,23.118986",Kolkata Circle,Bankura
Saresvara Temple,,West Bengal,23.118986,87.34742824,"23.118986,22.95",Kolkata Circle,Bankura
A Mound and a Statue of Surya,,West Bengal,22.95,86.75,"22.95,22.72519112",Kolkata Circle,Bankura
26 Siva Temple,,West Bengal,22.72519112,88.36254883,"22.72519112,25.15255737",Kolkata Circle,24 Parganas (North)
Adina Masjid,,West Bengal,25.15255737,88.16423798,"25.15255737,25.1387043",Kolkata Circle,Maldah
Eklakhi Mausoleum,,West Bengal,25.1387043,88.15441895,"25.1387043,25.13859558",Kolkata Circle,Maldah
Qutub Sahi Masjid,,West Bengal,25.13859558,88.15340424,"25.13859558,24.88288116",Kolkata Circle,Maldah
Baraduari Masjid or the Great Golden Mosque,,West Bengal,24.88288116,88.12802887,"24.88288116,24.87893677",Kolkata Circle,Maldah
Dakhil Darwaja,,West Bengal,24.87893677,88.12510681,"24.87893677,24.87361526",Kolkata Circle,Maldah
Firoz Minar,,West Bengal,24.87361526,88.13040161,"24.87361526,24.86907578",Kolkata Circle,Maldah
Qadam Rasul Mosque,,West Bengal,24.86907578,88.13160706,"24.86907578,24.86875909",Kolkata Circle,Maldah
Lukochuri Gateway,,West Bengal,24.86875909,88.13207119,"24.86875909,24.86857521",Kolkata Circle,Maldah
Lukochuri Gateway,,West Bengal,24.86857521,88.13204936,"24.86857521,24.867836",Kolkata Circle,Maldah
Gumti Gateway,,West Bengal,24.867836,88.132164,"24.867836,24.86767387",Kolkata Circle,Maldah
Chika Mosque,,West Bengal,24.86767387,88.13150787,"24.86767387,24.87089426",Kolkata Circle,Maldah
Baisgazi Wall,,West Bengal,24.87089426,88.12599206,"24.87089426,24.86872673",Kolkata Circle,Maldah
Baisgazi Wall,,West Bengal,24.86872673,88.12722015,"24.86872673,24.86071777",Kolkata Circle,Maldah
Tantipara Masjid,,West Bengal,24.86071777,88.137146,"24.86071777,24.85495949",Kolkata Circle,Maldah
Lottan Masjid,,West Bengal,24.85495949,88.1395874,"24.85495949,24.34929085",Kolkata Circle,Maldah
Mosque,,West Bengal,24.34929085,88.07311249,"24.34929085,24.2513485",Kolkata Circle,Murshidabad
Char Bangla Group of Four Siva Temples,,West Bengal,24.2513485,88.24368286,"24.2513485,24.19816971",Kolkata Circle,Murshidabad
"Tomb of Azimunnisa Begum, daughter of Murshid Kuli Khan",,West Bengal,24.19816971,88.26486969,"24.19816971,24.18825531",Kolkata Circle,Murshidabad
"Imambara, Killa Nizamat",,West Bengal,24.18825531,88.26791382,"24.18825531,24.18834686",Kolkata Circle,Murshidabad
"Imambara, Killa Nizamat",,West Bengal,24.18834686,88.26926422,"24.18834686,24.18689728",Kolkata Circle,Murshidabad
Hazarduari Palace & Imambara together with adjacent area,,West Bengal,24.18689728,88.26876068,"24.18689728,24.18659401",Kolkata Circle,Murshidabad
"Yellow Mosque, Killa Nizamat",,West Bengal,24.18659401,88.26781464,"24.18659401,24.1817112",Kolkata Circle,Murshidabad
"White Mosque, Killa Nizamat",,West Bengal,24.1817112,88.26858521,"24.1817112,24.18054201",Kolkata Circle,Murshidabad
"South Gate, Killa Nizamat",,West Bengal,24.18054201,88.26949487,"24.18054201,24.18483162",Kolkata Circle,Murshidabad
Tomb & Mosque of Murshid Kuli Khan,,West Bengal,24.18483162,88.28800201,"24.18483162,24.16146088",Kolkata Circle,Murshidabad
Motijhil Jama Masjid,,West Bengal,24.16146088,88.27558136,"24.16146088,24.16084099",Kolkata Circle,Murshidabad
Tomb of Alivardi Khan & the tomb of Siraj-ud-daulah,,West Bengal,24.16084099,88.25847626,"24.16084099,24.12351418",Kolkata Circle,Murshidabad
Old English Cemetery or Old Residency Burial Ground,,West Bengal,24.12351418,88.26647186,"24.12351418,24.12351418",Kolkata Circle,Murshidabad
Dutch Cemetery,,West Bengal,24.12351418,88.27588654,"24.12351418,24.09682846",Kolkata Circle,Murshidabad
Residency Cemetery also known as Station Burial ground,,West Bengal,24.09682846,88.2641449,"24.09682846,24.02946091",Kolkata Circle,Murshidabad
Mounds known as the Devilâ€™s Mound and Raja Karnaâ€™s Palace,,West Bengal,24.02946091,88.19030762,"24.02946091,24.02532196",Kolkata Circle,Murshidabad
Mounds known as the Devilâ€™s Mound and Raja Karnaâ€™s Palace,,West Bengal,24.02532196,88.18683624,"24.02532196,23.90400875",Kolkata Circle,Murshidabad
Damodar Temple,,West Bengal,23.90400875,87.53203752,"23.90400875,23.6420784",Kolkata Circle,Birbhum
Temple of Radha Vinod commonly known as Joydev,,West Bengal,23.6420784,87.4305191,"23.6420784,23.6093998",Kolkata Circle,Birbhum
Temple of Ichai Ghosh,,West Bengal,23.6093998,87.45191193,"23.6093998,23.58136368",Kolkata Circle,Barddhaman
Ancient Site and Remains of Pandu Rajar Dhipi,,West Bengal,23.58136368,87.64225006,"23.58136368,23.70427513",Kolkata Circle,Barddhaman
Temple of Basuli and the mound with the Linga images of Shiva,,West Bengal,23.70427513,87.8682251,"23.70427513,23.43655396",Kolkata Circle,Birbhum
Radha Damodar Jeu Temple,,West Bengal,23.43655396,87.25508881,"23.43655396,23.34863472",Kolkata Circle,Bankura
Ratnesvara Temple,,West Bengal,23.34863472,87.29982758,"23.34863472,23.08078766",Kolkata Circle,Bankura
Radha Vinod Temple,,West Bengal,23.08078766,87.32772064,"23.08078766,23.08204955",Kolkata Circle,Bankura
Murali Mohan Temple,,West Bengal,23.08204955,87.31773839,"23.08204955,23.07986259",Kolkata Circle,Bankura
Mallesvara Temple,,West Bengal,23.07986259,87.3201828,"23.07986259,23.07650185",Kolkata Circle,Bankura
Madan Gopal Temple,,West Bengal,23.07650185,87.31187439,"23.07650185,23.07541656",Kolkata Circle,Bankura
Stone Chariot,,West Bengal,23.07541656,87.32605743,"23.07541656,23.07474136",Kolkata Circle,Bankura
Small Gateway of Fort,,West Bengal,23.07474136,87.32576752,"23.07474136,23.07429886",Kolkata Circle,Bankura
Gate of Old Fort,,West Bengal,23.07429886,87.32623291,"23.07429886,23.07336426",Kolkata Circle,Bankura
Lalji Temple,,West Bengal,23.07336426,87.32695007,"23.07336426,27.36682081",Kolkata Circle,Bankura
Dubdi Monastery,,West Bengal,27.36682081,88.22995835,"27.36682081,23.07246017",Kolkata Circle,yuksam
Radha Shyam Temple,,West Bengal,23.07246017,87.32640076,"23.07246017,23.07170868",Kolkata Circle,Bankura
Jor Bangla Temple,,West Bengal,23.07170868,87.32678986,"23.07170868,23.07109261",Kolkata Circle,Bankura
Shyamrai Temple,,West Bengal,23.07109261,87.32406616,"23.07109261,23.06129837",Kolkata Circle,Bankura
Nanda Lal Temple,,West Bengal,23.06129837,87.32300568,"23.06129837,23.06019211",Kolkata Circle,Bankura
Jormandir,,West Bengal,23.06019211,87.32190704,"23.06019211,23.06004906",Kolkata Circle,Bankura
Radha Govinda Temple,,West Bengal,23.06004906,87.32318115,"23.06004906,23.0596447",Kolkata Circle,Bankura
Radha Madhav Temple,,West Bengal,23.0596447,87.32462311,"23.0596447,23.05921364",Kolkata Circle,Bankura
Kalachand Temple,,West Bengal,23.05921364,87.32498932,"23.05921364,23.03694916",Kolkata Circle,Bankura
Gokul chand Temple,,West Bengal,23.03694916,87.46192169,"23.03694916,23.40434074",Kolkata Circle,Bankura
Shyam sundar Temple,,West Bengal,23.40434074,87.39664459,"23.40434074,23.41175652",Kolkata Circle,Bankura
Ancient Mound,,West Bengal,23.41175652,87.44638062,"23.41175652,23.11906052",Kolkata Circle,Barddhaman
Sailesvara Temple,,West Bengal,23.11906052,87.34741974,"23.11906052,23.0682354",Kolkata Circle,Bankura
Rasmancha,,West Bengal,23.0682354,87.32209778,"23.0682354,22.57768059",Kolkata Circle,Bankura
